id,name,faction,type,icons,text
df8ab467283a956eca6de3eff6897f45b33c09fbb0551606a69b5ee73df42fbf,Wookies Sith #9,Wookies,Sith,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
870f864ac32fd3c3e57f760e547debbde9876d82f30ada0b26820a2400596784,Wookies Sith #10,Wookies,Sith,Yuuzan Vong,"When this enters, draw a card."
4ff1a1e0de5f5a80963d47cf1bfb94b376def4401aa1c6395c9217cd0e73861f,Wookies Sith #11,Wookies,Sith,Yuuzan Vong,"When this is discarded, draw a card."
4345caf204aa304829bdd5aed074bac464924bf3765e33b5778b82fe7606407e,Wookies Sith #12,Wookies,Sith,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
62b51e92f1993b53699e09cd0b6ff4859657586587d555e4d83ea0fac0e5bb4e,Wookies Rebel #1,Wookies,Rebel,Light,"When this enters, draw a card."
1143323a2fae94743a9427ad2801a50a7b839bf4880573077dcfa55b7280ea68,Wookies Rebel #2,Wookies,Rebel,Light,"When this is discarded, draw a card."
8fb682e555204d1738b910b446de0098a16455aa19c946862ee5dab7a7fbf96d,Wookies Rebel #3,Wookies,Rebel,Light,"If your opponent plays more icons than you this turn, discard their last played card."
37d1f5911e6042075b53e35622be090933491e520b1b5f81cfc6378085f18f5c,Wookies Rebel #4,Wookies,Rebel,Dark,"When this enters, draw a card."
d7bfc2aa8164e7b013fabeb5c463c8814c00a19d374ab5a83a429590d076b7dd,Wookies Rebel #5,Wookies,Rebel,Dark,"When this is discarded, draw a card."
7d49a2a6f54726e662b47c7fc30faddc524edbe25d15dd96ad0ccc8b1f6120c9,Wookies Rebel #6,Wookies,Rebel,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
18ebad87a46498ad21753fa3b52cdf2849dcb7b3563a1c3096967bfab9653f0f,Wookies Rebel #7,Wookies,Rebel,Blaster,"When this enters, draw a card."
fed1144539f5766286aa831e61800659d308e3245d54987d1dcfc884fbc44539,Wookies Rebel #8,Wookies,Rebel,Blaster,"When this is discarded, draw a card."
56a0e43cece0e9a8b3e918376f0e19d3336387187e88f5271360ff01d189eb44,Wookies Rebel #9,Wookies,Rebel,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
3b02f1bd0b06019288198086b34fb86021c09dc81f8377a33266bdd944cae834,Wookies Rebel #10,Wookies,Rebel,Yuuzan Vong,"When this enters, draw a card."
47ca052522fa1c7128a3c74ff1f64f1c27958fc110b3dc319d4b72e05961053a,Wookies Rebel #11,Wookies,Rebel,Yuuzan Vong,"When this is discarded, draw a card."
4fb386c92d22bbf7dec70815c5b1a1707d3630408a81280c7696d473f226c620,Wookies Rebel #12,Wookies,Rebel,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
bb3432e50f1ed7d4ed033d6cfcf8f75f3c04ea44254884aece589d76fe5ca325,Wookies Imperial #1,Wookies,Imperial,Light,"When this enters, draw a card."
4244a55bb88c0aaf16f5991b26812aa1c3723df050797abb7949440f85b2989d,Wookies Imperial #2,Wookies,Imperial,Light,"When this is discarded, draw a card."
ae21b396a23bf35f447f88f5a2545cec8b65f8bdc8d57a5d099550f205aebca4,Wookies Imperial #3,Wookies,Imperial,Light,"If your opponent plays more icons than you this turn, discard their last played card."
caad34ab651c54d5e17bf83c2cec14b169e1bcbad6d5b4b27615b7c7e41581f5,Wookies Imperial #4,Wookies,Imperial,Dark,"When this enters, draw a card."
47057407a5dd22a07e288a66b1c5002981f428aaa53ea794ac72792ccf2e0f64,Wookies Imperial #5,Wookies,Imperial,Dark,"When this is discarded, draw a card."
48cb73f5139f7b2ce54310ae2c16ba7e6646f2e9dd92611f76e8bc7b1a70c0a7,Wookies Imperial #6,Wookies,Imperial,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
7c34a7d35a32c4151b70a1d13198c1147703c976f88dcd3d24a23a0ab9fb2dac,Wookies Imperial #7,Wookies,Imperial,Blaster,"When this enters, draw a card."
863441e008903592bcdbb192f07247e7d28fef4d587aa35ac084d18bcd1c1c0c,Wookies Imperial #8,Wookies,Imperial,Blaster,"When this is discarded, draw a card."
65edeef2143e24d0a969f5c208f429d369c7098c4b12ef9d10cefc28629ea2a1,Wookies Imperial #9,Wookies,Imperial,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
b7818a288ce83f0a3c5c52eb961effb88ae4f90d97379c701c8ddc87b7215969,Wookies Imperial #10,Wookies,Imperial,Yuuzan Vong,"When this enters, draw a card."
46c5e337a08218da10ebf93064999c3807e1e03ad6361417963d242d95072fdf,Wookies Imperial #11,Wookies,Imperial,Yuuzan Vong,"When this is discarded, draw a card."
de8d88addf6954932ec6ac63ded1bef5882d30a26cb8c8e8d073d4361333dbfb,Wookies Imperial #12,Wookies,Imperial,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
a9caf85866723532500fcb7a6ccf49af51b70d5507cd75bb0fa03fdf1b0bd7ff,Wookies Hutt #1,Wookies,Hutt,Light,"When this enters, draw a card."
ce0d9b1fe4c0432de0af8c649f91df578f4ff428a6985248b8f12bc7f6895dc8,Wookies Hutt #2,Wookies,Hutt,Light,"When this is discarded, draw a card."
f101f6efac9980517118d61c39fe052532f5953d54642a95816949906549dee4,Wookies Hutt #3,Wookies,Hutt,Light,"If your opponent plays more icons than you this turn, discard their last played card."
0c7f15e1bb8e1c0c553657a0f1e535fb88836eb7d41c8bb7144c22244a579101,Wookies Hutt #4,Wookies,Hutt,Dark,"When this enters, draw a card."
3c8593bbfc6e82d9a28fe0ec89bd112b3cc4ad25447bfa6bfe38eb0d7189ee83,Wookies Hutt #5,Wookies,Hutt,Dark,"When this is discarded, draw a card."
7b100bbf8e0d032bcbdbbe0988ef63a1526a1020149018f5c1002a0b84107067,Wookies Hutt #6,Wookies,Hutt,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
de78f416a99be03039dc0f1041b9e74e6609984e0c4774471315054e6f9ad334,Wookies Hutt #7,Wookies,Hutt,Blaster,"When this enters, draw a card."
3ec8156fe8bcc3c1d5a600c63abc28ce61e3f1a495fae91cafb7b075f37cb332,Wookies Hutt #8,Wookies,Hutt,Blaster,"When this is discarded, draw a card."
68338b64278e18cae1948494702e4ff154725dd8a2efb06bcd50b45e20e084fc,Wookies Hutt #9,Wookies,Hutt,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
ab2cd17a290eb42364a5e8f6ad036c6c2453a9978a868514bee7bc68a88d2279,Wookies Hutt #10,Wookies,Hutt,Yuuzan Vong,"When this enters, draw a card."
4b710e64ca8a9e03bb6a4cfe916c4b2c5428f74f63515c726934ec95ec39dee5,Wookies Hutt #11,Wookies,Hutt,Yuuzan Vong,"When this is discarded, draw a card."
0fcdd50f94a3e40a8735129218eb5e4338821701a24510891e9ed055b7fdcc9d,Wookies Hutt #12,Wookies,Hutt,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
3025d3ce7753237f09e3e5339a1f6b671e7a5074aa52aaec670bf5ccd847b2bc,Wookies Smuggler #1,Wookies,Smuggler,Light,"When this enters, draw a card."
04f5e6267ce5fcf498f571612c3b75f003b5772e3b86f1732e9bd28c14ffd202,Wookies Smuggler #2,Wookies,Smuggler,Light,"When this is discarded, draw a card."
4d98b21e7d44ca76e386ef3c920e792551e2ad45fab655e8c72c0d9a2437be92,Wookies Smuggler #3,Wookies,Smuggler,Light,"If your opponent plays more icons than you this turn, discard their last played card."
93796be5d60e1d4e2ec9380876feefed4540699a076d9630f15a9c2495e35be5,Wookies Smuggler #4,Wookies,Smuggler,Dark,"When this enters, draw a card."
0157af478d0fb1e3d2c8e5a562f0dc385f1a84ed88335f848a16bb0d0159339e,Wookies Smuggler #5,Wookies,Smuggler,Dark,"When this is discarded, draw a card."
6ca4135e3ea3a6a10b12bb9455ee113625d9e2778524987ee8f338b6537d4101,Wookies Smuggler #6,Wookies,Smuggler,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
4cfeb01e8702a5da7f46a2dfec99dc051ea6616d69973a9c12757021e8f10d7c,Wookies Smuggler #7,Wookies,Smuggler,Blaster,"When this enters, draw a card."
bd24b190cc0b81f304201dcefc2e7b319b52537ddc93c848ccaa7fbf60e89e1b,Wookies Smuggler #8,Wookies,Smuggler,Blaster,"When this is discarded, draw a card."
2f02ecca6e8fd604522892f98fb9f430466b355534e80d7d5f7ae3d69ec9c9cf,Wookies Smuggler #9,Wookies,Smuggler,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
04a9a553907528db3d172dd94bb1586c6a1a20a96bb1addecb2ab57a06d4624c,Wookies Smuggler #10,Wookies,Smuggler,Yuuzan Vong,"When this enters, draw a card."
d47942973ba45c93e60f3f7fb665acbacbedbbd160b39e3bc12e5d3ccd8a598f,Wookies Smuggler #11,Wookies,Smuggler,Yuuzan Vong,"When this is discarded, draw a card."
4053c7de47fff3c35a1fcef9534e10ddc8944bf96ef8e6c744fb7b60c76eaa8a,Wookies Smuggler #12,Wookies,Smuggler,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
00883ba8a44c7c8171ee860c1f1c3aaf1ec22e145e1781a354d1d364bb33a225,Care Bears Jedi #1,Care Bears,Jedi,Light,"When this enters, draw a card."
7d3e06b8ae8da11e1781e85304fbca78107032b1c3e6acb2fee038bbe6d72288,Care Bears Jedi #2,Care Bears,Jedi,Light,"When this is discarded, draw a card."
c257d3916d9f616beed6a2ecaa72dc8b1bf5e878d9888541e13dea1ef7ab67d9,Care Bears Jedi #3,Care Bears,Jedi,Light,"If your opponent plays more icons than you this turn, discard their last played card."
4db85ce4362506d6974ed3c044ba3549675ddd3d81313afd67e9da3452b6d351,Care Bears Jedi #4,Care Bears,Jedi,Dark,"When this enters, draw a card."
35b9ca763ce6afe08b4176f73fe4eaf11012b3610fc45c864d772c6bc00a08a8,Care Bears Jedi #5,Care Bears,Jedi,Dark,"When this is discarded, draw a card."
dc878e303fef73595a4d85fc312bf83a9c6fe8f0608abc53cbad0cf5e97bc28c,Care Bears Jedi #6,Care Bears,Jedi,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
48588675aa7d7a157cb033d58f70bfc0ebe927fe346c734f59aa09e5b17f8f6d,Care Bears Jedi #7,Care Bears,Jedi,Blaster,"When this enters, draw a card."
e796ce88fb6c0051d4a43960f304305449135b91c56b48277bac640a1df28030,Care Bears Jedi #8,Care Bears,Jedi,Blaster,"When this is discarded, draw a card."
6dc00f95d8ad0e9e3cc2079c8b56fec4c40e073d8b5765f454b0f634fc059200,Care Bears Jedi #9,Care Bears,Jedi,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
c96af616523be667e00e05ece8b978a1cc80af758761ca8d20f3c37864c30e10,Care Bears Jedi #10,Care Bears,Jedi,Yuuzan Vong,"When this enters, draw a card."
787a3ad1a86c37f1524a4f6dc11bd8cb989e2ece881bc454db827f984d1fbf8c,Care Bears Jedi #11,Care Bears,Jedi,Yuuzan Vong,"When this is discarded, draw a card."
1e7981bbf4106874ae4341867384a1303487e17223c7db1478e5c4bbbb65270b,Care Bears Jedi #12,Care Bears,Jedi,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
2e784b5d608ef9e81c5b40b214b803033624ac0afbf1979cba36b654f6ab40b3,Care Bears Sith #1,Care Bears,Sith,Light,"When this enters, draw a card."
64c97bad3cef6ac95663ede3244789e4a4d727ecc8adcafdeaf82a691c827458,Care Bears Sith #2,Care Bears,Sith,Light,"When this is discarded, draw a card."
5c8b0915b0bb29ae224a243e0830dc361fc5e23598e1fe112aa21d0653824bdf,Care Bears Sith #3,Care Bears,Sith,Light,"If your opponent plays more icons than you this turn, discard their last played card."
7b84ed3a01e89a01001f11807e14a4bc105a7118f7e715023455a1ceb6a7403f,Care Bears Sith #4,Care Bears,Sith,Dark,"When this enters, draw a card."
822511e8baeb3ab8d4d9584e1146fc200aa2abdce50f3007bdea1e4321576528,Care Bears Sith #5,Care Bears,Sith,Dark,"When this is discarded, draw a card."
8c427be4e429627e1fa1b52652a3d027b0cb934def0400d5ab67133c08bfe7c4,Care Bears Sith #6,Care Bears,Sith,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
a01077c3d0e6a46336dbbc13c86000aec822ff83337f4133035569d70cab2a61,Care Bears Sith #7,Care Bears,Sith,Blaster,"When this enters, draw a card."
a7ad48d149962e897b027295436277fb79fea28fee54c35d41a5510733afc960,Care Bears Sith #8,Care Bears,Sith,Blaster,"When this is discarded, draw a card."
a77e57e7b0da107994d5e6714f8234c2c1e4aafde1923873a2b8672bce4c62e6,Care Bears Sith #9,Care Bears,Sith,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
8fead51619793f2d1351965ddd9b7d58eba9ea305e6e6a79f959abb7ca7958b0,Care Bears Sith #10,Care Bears,Sith,Yuuzan Vong,"When this enters, draw a card."
3c1985b37aa805e6d54d8368cbf103f7ec7379299e1608ddb68079ef63620ccf,Care Bears Sith #11,Care Bears,Sith,Yuuzan Vong,"When this is discarded, draw a card."
27a5ca20c81d7569517dbe8034dfb55abef261f7842ff34f0a752fbc674e3bc9,Care Bears Sith #12,Care Bears,Sith,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
a8cc91ef0d01feb3c777ed6603974200be029b305cfb534995d90a2493fa9c3e,Care Bears Rebel #1,Care Bears,Rebel,Light,"When this enters, draw a card."
8665b979171d0f85b920a07cf4bc2b3e1d84f7b7462767eee46ae37a3f39ba5d,Care Bears Rebel #2,Care Bears,Rebel,Light,"When this is discarded, draw a card."
10238dba3ed83914325c16b46f05b05d1157542eeb2f860507d98349fdde99c5,Care Bears Rebel #3,Care Bears,Rebel,Light,"If your opponent plays more icons than you this turn, discard their last played card."
10fc1aac40204823d55487abc9b5b9441ed80a8b1ca419f4326d5734d632ceb8,Care Bears Rebel #4,Care Bears,Rebel,Dark,"When this enters, draw a card."
464c0dccf146872396eae7365e448651d7a1641c2c91e86a9e2cd80feca27dbe,Care Bears Rebel #5,Care Bears,Rebel,Dark,"When this is discarded, draw a card."
a18052c6c337d27c9836528556a32f70a96fad3f438f640ed6adeb1bc482021c,Care Bears Rebel #6,Care Bears,Rebel,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
c979191d5402b3a6d0b72cba905c0cdf742414fab332d6ed3563e74b7047a9a6,Care Bears Rebel #7,Care Bears,Rebel,Blaster,"When this enters, draw a card."
e62ebf5ecc481449e602bb4caed1362f1a8a65acb74f5c71faae8961700caa2d,Care Bears Rebel #8,Care Bears,Rebel,Blaster,"When this is discarded, draw a card."
6d37f74b76d2349cd21265c7305989ad730951e86f14015e589e06d8ba93dea8,Care Bears Rebel #9,Care Bears,Rebel,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
165c9ed3b758420e3ab6f62f51989d8f35344e231cd38eef0ba7fe92e3676cb4,Care Bears Rebel #10,Care Bears,Rebel,Yuuzan Vong,"When this enters, draw a card."
2c0df78675a8678f91879b0b43a92ab660ba0b7b7f47757efb6d8a615fb122fd,Care Bears Rebel #11,Care Bears,Rebel,Yuuzan Vong,"When this is discarded, draw a card."
4dcf661d69c9b55c3bff3c56ab23c44f439e6d38892bd4367a23d78a03d9d869,Care Bears Rebel #12,Care Bears,Rebel,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
6a054a81207f51bb83be5f13d1cfe848176c02b2b722129448741dd8050a9f5b,Care Bears Imperial #1,Care Bears,Imperial,Light,"When this enters, draw a card."
f9bbd17dd309c30490a07103297df974fcc7dfe6ca7b069dfe48ba5c4ff657f1,Care Bears Imperial #2,Care Bears,Imperial,Light,"When this is discarded, draw a card."
bba6f2deaa899ceee151c9f4768c66b6baeab79dd271102248d8de706f3945fe,Care Bears Imperial #3,Care Bears,Imperial,Light,"If your opponent plays more icons than you this turn, discard their last played card."
51bbd78aa5df9a9257dcb268d87a3db35719230c4b5bcf735ba206bf101809d3,Care Bears Imperial #4,Care Bears,Imperial,Dark,"When this enters, draw a card."
9fac09f61c73273de7e185ec36272e61ff2a9674c2fb87cea4fb712eb2d11dcd,Care Bears Imperial #5,Care Bears,Imperial,Dark,"When this is discarded, draw a card."
2c4f32e39fb6bebfdba47bd6696920e1ef6acc45b555d3a07b74ed0bacd21958,Care Bears Imperial #6,Care Bears,Imperial,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
d199cf3be7c3b31c1812ffbd049cff9000960717b1d0b8c55e43ec881f4383b2,Care Bears Imperial #7,Care Bears,Imperial,Blaster,"When this enters, draw a card."
1d07bfa6f3439de0155cebb5939980418f42a6be1b7f056339dcdfa824dbcc2a,Care Bears Imperial #8,Care Bears,Imperial,Blaster,"When this is discarded, draw a card."
c29c30504a7faafe52cf35b3bed7ea2ac5daa56bdff49a6b6bd9a5ffc98e65e3,Care Bears Imperial #9,Care Bears,Imperial,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
0e51ccf3e4745f2a66cfd35671c0cf0b970728401d44adc412143648aafd5d95,Care Bears Imperial #10,Care Bears,Imperial,Yuuzan Vong,"When this enters, draw a card."
3f61bfbacd1e6d59ad1377a6f60bbba59fc108c539cb3ea5cff54d00d738a11b,Care Bears Imperial #11,Care Bears,Imperial,Yuuzan Vong,"When this is discarded, draw a card."
e7403a7645105725f58f70bf9f4de59632d7104c4cebe6d6038aeaa5cb5c72b8,Care Bears Imperial #12,Care Bears,Imperial,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
959646fed67b375d528ee50422031c2abf0b538e5b1f4163a087bb896daea48c,Care Bears Hutt #1,Care Bears,Hutt,Light,"When this enters, draw a card."
cce1d0640c1970d361fead0b3b6c1c7ea9f6d44d592fec21f7c4442dcc0aee4d,Care Bears Hutt #2,Care Bears,Hutt,Light,"When this is discarded, draw a card."
e1790fdaff04fa20b82a0813cbd545e307717fd5186fe1e8655aa8d2885857b6,Care Bears Hutt #3,Care Bears,Hutt,Light,"If your opponent plays more icons than you this turn, discard their last played card."
f0216609e3e42681598974c2c86756a6ff52f5fbe61fc327062701f977c05c9b,Care Bears Hutt #4,Care Bears,Hutt,Dark,"When this enters, draw a card."
3e8f71a95bae02bd199f59cbf97cdb6ba3c6baa52b1951b7cb35b039945cbca6,Care Bears Hutt #5,Care Bears,Hutt,Dark,"When this is discarded, draw a card."
8539d7668dc0e3ca5a7002f83aed5dccb51f0dd46d257464ea72a16460543014,Care Bears Hutt #6,Care Bears,Hutt,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
e3d34c88878041aebfc8d6e44ac7f9826d14be5cc31c20dc78262d484370dca1,Care Bears Hutt #7,Care Bears,Hutt,Blaster,"When this enters, draw a card."
ec58a4ad1fcfbd46f41dc7949bb3cef47c7f4447673594a25b08b4b489cf965b,Care Bears Hutt #8,Care Bears,Hutt,Blaster,"When this is discarded, draw a card."
22c933a990f967538c88d12b96754469fb2345dd6272a383c6a8a03484fb9031,Care Bears Hutt #9,Care Bears,Hutt,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
81ca0431561965d3217f41c6cd3ff942f50b38fd337231a5e4e4e8cb0f7d9aff,Care Bears Hutt #10,Care Bears,Hutt,Yuuzan Vong,"When this enters, draw a card."
6ab9c1763fd46796e36ee39748ac9137cc78f12d1580f43acc2f76f1081a4b47,Care Bears Hutt #11,Care Bears,Hutt,Yuuzan Vong,"When this is discarded, draw a card."
1aaa0a76afb5e6e6a4b8342e982476460f5f16b9b23a0f249054fa2b357d657a,Care Bears Hutt #12,Care Bears,Hutt,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
8ac629c1ee07e496e3b565e36637b63904a04e58cdf79b961afb5663928b2015,Care Bears Smuggler #1,Care Bears,Smuggler,Light,"When this enters, draw a card."
56642e0c9c13959bebf4019bf9883d5846d285122bc3b43fb415da8871da159a,Care Bears Smuggler #2,Care Bears,Smuggler,Light,"When this is discarded, draw a card."
e63b7381d10e651f7cf7fdc0078c0e67c3442f6e6fc45041992d5b88e8c449b9,Care Bears Smuggler #3,Care Bears,Smuggler,Light,"If your opponent plays more icons than you this turn, discard their last played card."
4ad5a43390e174dd32c78ffb26ec505d71659e8a7e960ba1c011894e7610c90f,Care Bears Smuggler #4,Care Bears,Smuggler,Dark,"When this enters, draw a card."
7f0fbf3f42fcf96d6839855df1a67d4fcd0b722cda6dffd44aadf6f834b5ca68,Care Bears Smuggler #5,Care Bears,Smuggler,Dark,"When this is discarded, draw a card."
a99a940ddc491a432a7f176d6605ccfe56b069cde310828dfdd73d4bc9e7f5fa,Care Bears Smuggler #6,Care Bears,Smuggler,Dark,"If your opponent plays more icons than you this turn, discard their last played card."
b39114c362a39658ee8fd68a5f21a7ac86c1ff433a86ecf0a26b6c85b92c7090,Care Bears Smuggler #7,Care Bears,Smuggler,Blaster,"When this enters, draw a card."
b77b45ad445c3512fcf9a86a8ff64bbcc6f9f02adcf58be8da663c350ec3185e,Care Bears Smuggler #8,Care Bears,Smuggler,Blaster,"When this is discarded, draw a card."
5ee0f73d1da48467515107772ff4a9d7dbddf17936b080093252866903f62f7b,Care Bears Smuggler #9,Care Bears,Smuggler,Blaster,"If your opponent plays more icons than you this turn, discard their last played card."
23f1b8246ec11d3538150ac15ea0bb041cb88292582959ff17942d98e820351b,Care Bears Smuggler #10,Care Bears,Smuggler,Yuuzan Vong,"When this enters, draw a card."
3f322caf93acc12dcb83e4048260ce6dc35c0f0b9e1059878488f0a91d8e92ef,Care Bears Smuggler #11,Care Bears,Smuggler,Yuuzan Vong,"When this is discarded, draw a card."
9a74e1da6c5f92208c89104414b93534d87f134d6c8e890b7f9573da1b9e6bc2,Care Bears Smuggler #12,Care Bears,Smuggler,Yuuzan Vong,"If your opponent plays more icons than you this turn, discard their last played card."
